customer_id,recency,frequency,monetary,r_score,f_score,m_score,rfm_score,segment
34342,169,7,15805,3,4,3,343,Loyal Customers
38689,105,8,14816,3,4,3,343,Loyal Customers
43886,146,7,17387,3,4,3,343,Loyal Customers
4265,102,8,15242,3,4,3,343,Loyal Customers
8070,151,7,14891,3,4,3,343,Loyal Customers
9400,118,7,15351,3,4,3,343,Loyal Customers
13179,93,7,14208,3,4,3,343,Loyal Customers
30593,109,7,16617,3,4,3,343,Loyal Customers
31113,101,8,14515,3,4,3,343,Loyal Customers
32218,146,7,15123,3,4,3,343,Loyal Customers
35900,152,7,17743,3,4,3,343,Loyal Customers
37008,134,7,15140,3,4,3,343,Loyal Customers
37246,122,7,16953,3,4,3,343,Loyal Customers
41189,163,7,17192,3,4,3,343,Loyal Customers
47894,79,8,17739,3,4,3,343,Loyal Customers
11,102,8,17730,3,4,3,343,Loyal Customers
7113,104,7,17050,3,4,3,343,Loyal Customers
9257,180,7,16812,3,4,3,343,Loyal Customers
9644,143,8,17354,3,4,3,343,Loyal Customers
17706,166,7,15311,3,4,3,343,Loyal Customers
17754,88,8,15561,3,4,3,343,Loyal Customers
23176,90,7,16051,3,4,3,343,Loyal Customers
25420,113,7,14952,3,4,3,343,Loyal Customers
33353,109,8,15140,3,4,3,343,Loyal Customers
34496,94,7,16846,3,4,3,343,Loyal Customers
49908,134,7,15054,3,4,3,343,Loyal Customers
7712,137,7,15609,3,4,3,343,Loyal Customers
11488,114,8,16216,3,4,3,343,Loyal Customers
12693,96,8,15728,3,4,3,343,Loyal Customers
21467,119,7,13223,3,4,3,343,Loyal Customers
21709,180,7,16671,3,4,3,343,Loyal Customers
24488,94,7,15116,3,4,3,343,Loyal Customers
27061,158,7,17874,3,4,3,343,Loyal Customers
37416,173,7,15992,3,4,3,343,Loyal Customers
37870,99,7,14604,3,4,3,343,Loyal Customers
39160,157,7,16732,3,4,3,343,Loyal Customers
40125,164,7,16042,3,4,3,343,Loyal Customers
41753,115,7,17454,3,4,3,343,Loyal Customers
42999,145,7,15769,3,4,3,343,Loyal Customers
43227,119,7,17740,3,4,3,343,Loyal Customers
1026,107,9,16604,3,4,3,343,Loyal Customers
2138,162,7,17179,3,4,3,343,Loyal Customers
26100,127,7,16797,3,4,3,343,Loyal Customers
26591,153,9,15137,3,4,3,343,Loyal Customers
28713,87,7,15122,3,4,3,343,Loyal Customers
37514,163,7,17169,3,4,3,343,Loyal Customers
41095,172,7,14397,3,4,3,343,Loyal Customers
41164,159,9,17802,3,4,3,343,Loyal Customers
41402,95,7,16098,3,4,3,343,Loyal Customers
46972,182,8,15292,3,4,3,343,Loyal Customers
47755,186,7,17701,3,4,3,343,Loyal Customers
10005,107,7,17404,3,4,3,343,Loyal Customers
21203,158,7,15184,3,4,3,343,Loyal Customers
30334,109,7,15282,3,4,3,343,Loyal Customers
37502,123,9,15183,3,4,3,343,Loyal Customers
42902,93,8,15427,3,4,3,343,Loyal Customers
47411,79,7,16216,3,4,3,343,Loyal Customers
803,100,7,22704,3,4,4,344,Loyal Customers
1486,148,8,20695,3,4,4,344,Loyal Customers
1694,176,8,29250,3,4,4,344,Loyal Customers
6115,142,9,20084,3,4,4,344,Loyal Customers
8277,79,9,22533,3,4,4,344,Loyal Customers
9597,111,10,28545,3,4,4,344,Loyal Customers
10329,81,12,32610,3,4,4,344,Loyal Customers
10422,100,8,25362,3,4,4,344,Loyal Customers
10741,136,8,22426,3,4,4,344,Loyal Customers
12400,117,9,27205,3,4,4,344,Loyal Customers
15562,120,8,27240,3,4,4,344,Loyal Customers
15671,143,7,20309,3,4,4,344,Loyal Customers
18042,112,8,23136,3,4,4,344,Loyal Customers
20500,84,12,29438,3,4,4,344,Loyal Customers
20794,129,10,25481,3,4,4,344,Loyal Customers
21408,116,9,21287,3,4,4,344,Loyal Customers
24468,157,14,46683,3,4,4,344,Loyal Customers
24817,96,9,23402,3,4,4,344,Loyal Customers
26859,140,9,24550,3,4,4,344,Loyal Customers
28019,135,7,24845,3,4,4,344,Loyal Customers
28197,97,10,24041,3,4,4,344,Loyal Customers
29631,177,10,26807,3,4,4,344,Loyal Customers
29712,94,9,23967,3,4,4,344,Loyal Customers
29894,106,12,20910,3,4,4,344,Loyal Customers
30327,108,7,22662,3,4,4,344,Loyal Customers
31466,85,8,21546,3,4,4,344,Loyal Customers
31647,95,11,32601,3,4,4,344,Loyal Customers
33860,111,9,22915,3,4,4,344,Loyal Customers
34139,83,7,18029,3,4,4,344,Loyal Customers
34912,184,9,20587,3,4,4,344,Loyal Customers
37240,93,8,21363,3,4,4,344,Loyal Customers
37701,87,12,36596,3,4,4,344,Loyal Customers
39171,139,9,23390,3,4,4,344,Loyal Customers
39836,182,9,23672,3,4,4,344,Loyal Customers
39914,110,7,22848,3,4,4,344,Loyal Customers
40286,172,10,27383,3,4,4,344,Loyal Customers
41800,89,14,30426,3,4,4,344,Loyal Customers
43189,142,9,23471,3,4,4,344,Loyal Customers
45636,79,10,38390,3,4,4,344,Loyal Customers
47343,133,7,19670,3,4,4,344,Loyal Customers
48323,117,12,35640,3,4,4,344,Loyal Customers
185,169,9,24331,3,4,4,344,Loyal Customers
211,132,10,20362,3,4,4,344,Loyal Customers
997,104,9,20880,3,4,4,344,Loyal Customers
1188,184,9,29495,3,4,4,344,Loyal Customers
1933,158,7,19461,3,4,4,344,Loyal Customers
4696,159,14,31757,3,4,4,344,Loyal Customers
5052,92,10,24373,3,4,4,344,Loyal Customers
6373,162,9,23969,3,4,4,344,Loyal Customers
7941,103,10,27556,3,4,4,344,Loyal Customers
7961,78,8,23364,3,4,4,344,Loyal Customers
8302,181,8,17975,3,4,4,344,Loyal Customers
9170,123,7,20557,3,4,4,344,Loyal Customers
9798,106,8,22898,3,4,4,344,Loyal Customers
10162,151,12,24226,3,4,4,344,Loyal Customers
11822,118,9,26661,3,4,4,344,Loyal Customers
11989,162,9,24732,3,4,4,344,Loyal Customers
13286,134,7,23692,3,4,4,344,Loyal Customers
13349,102,7,22072,3,4,4,344,Loyal Customers
14489,145,7,18178,3,4,4,344,Loyal Customers
14584,85,7,22743,3,4,4,344,Loyal Customers
16387,141,7,23459,3,4,4,344,Loyal Customers
19138,101,8,21338,3,4,4,344,Loyal Customers
21926,128,8,23362,3,4,4,344,Loyal Customers
23182,79,7,18099,3,4,4,344,Loyal Customers
23464,111,8,20948,3,4,4,344,Loyal Customers
23846,99,7,20323,3,4,4,344,Loyal Customers
25557,147,8,27773,3,4,4,344,Loyal Customers
25823,178,7,19790,3,4,4,344,Loyal Customers
26562,107,8,23638,3,4,4,344,Loyal Customers
27511,84,7,21038,3,4,4,344,Loyal Customers
29247,128,9,29796,3,4,4,344,Loyal Customers
29963,118,9,31228,3,4,4,344,Loyal Customers
30134,100,11,19774,3,4,4,344,Loyal Customers
30525,88,8,19658,3,4,4,344,Loyal Customers
30638,158,7,20575,3,4,4,344,Loyal Customers
30883,174,9,25054,3,4,4,344,Loyal Customers
32124,106,12,25673,3,4,4,344,Loyal Customers
32497,123,10,22050,3,4,4,344,Loyal Customers
34934,102,7,19088,3,4,4,344,Loyal Customers
35555,100,11,21446,3,4,4,344,Loyal Customers
35835,137,10,25005,3,4,4,344,Loyal Customers
36345,174,7,22261,3,4,4,344,Loyal Customers
36886,141,11,25223,3,4,4,344,Loyal Customers
37144,101,8,23876,3,4,4,344,Loyal Customers
37528,151,7,18931,3,4,4,344,Loyal Customers
39378,177,9,22944,3,4,4,344,Loyal Customers
41193,136,8,23261,3,4,4,344,Loyal Customers
41860,170,9,21636,3,4,4,344,Loyal Customers
42494,102,9,22667,3,4,4,344,Loyal Customers
43160,102,7,18054,3,4,4,344,Loyal Customers
43306,166,8,19388,3,4,4,344,Loyal Customers
43330,79,7,21020,3,4,4,344,Loyal Customers
43409,80,9,19832,3,4,4,344,Loyal Customers
45590,146,10,19197,3,4,4,344,Loyal Customers
46006,83,10,30362,3,4,4,344,Loyal Customers
47334,171,7,23372,3,4,4,344,Loyal Customers
49642,86,7,20362,3,4,4,344,Loyal Customers
722,170,8,22479,3,4,4,344,Loyal Customers
1023,139,9,25896,3,4,4,344,Loyal Customers
1728,87,8,27584,3,4,4,344,Loyal Customers
2798,130,7,28187,3,4,4,344,Loyal Customers
3916,135,9,19320,3,4,4,344,Loyal Customers
4334,168,8,22986,3,4,4,344,Loyal Customers
4511,79,9,23416,3,4,4,344,Loyal Customers
6117,118,7,18881,3,4,4,344,Loyal Customers
6162,79,7,18270,3,4,4,344,Loyal Customers
6264,111,7,24796,3,4,4,344,Loyal Customers
6581,153,7,18042,3,4,4,344,Loyal Customers
7401,129,10,21558,3,4,4,344,Loyal Customers
7608,100,8,25293,3,4,4,344,Loyal Customers
11027,112,7,20299,3,4,4,344,Loyal Customers
11031,98,9,24829,3,4,4,344,Loyal Customers
11080,115,7,21180,3,4,4,344,Loyal Customers
11938,79,10,24660,3,4,4,344,Loyal Customers
13508,118,8,20233,3,4,4,344,Loyal Customers
14078,116,10,24566,3,4,4,344,Loyal Customers
15013,120,7,20209,3,4,4,344,Loyal Customers
15469,89,11,27619,3,4,4,344,Loyal Customers
16142,91,7,18176,3,4,4,344,Loyal Customers
16595,183,9,26862,3,4,4,344,Loyal Customers
16600,147,8,23341,3,4,4,344,Loyal Customers
16606,118,7,25343,3,4,4,344,Loyal Customers
17718,182,8,18557,3,4,4,344,Loyal Customers
18179,100,8,21577,3,4,4,344,Loyal Customers
20640,84,7,20702,3,4,4,344,Loyal Customers
21500,120,8,24168,3,4,4,344,Loyal Customers
23019,160,10,27197,3,4,4,344,Loyal Customers
23380,153,8,24641,3,4,4,344,Loyal Customers
23830,116,8,20888,3,4,4,344,Loyal Customers
24463,96,9,24031,3,4,4,344,Loyal Customers
24652,88,7,21018,3,4,4,344,Loyal Customers
25679,101,9,25243,3,4,4,344,Loyal Customers
25746,145,8,23757,3,4,4,344,Loyal Customers
26643,82,8,20484,3,4,4,344,Loyal Customers
28767,89,7,23012,3,4,4,344,Loyal Customers
28777,108,7,19390,3,4,4,344,Loyal Customers
29974,154,8,18278,3,4,4,344,Loyal Customers
30037,79,10,27661,3,4,4,344,Loyal Customers
31904,83,7,18612,3,4,4,344,Loyal Customers
32765,179,7,22057,3,4,4,344,Loyal Customers
34109,94,10,28926,3,4,4,344,Loyal Customers
34766,112,8,19199,3,4,4,344,Loyal Customers
35336,144,8,20943,3,4,4,344,Loyal Customers
36152,119,7,22079,3,4,4,344,Loyal Customers
36252,171,8,26338,3,4,4,344,Loyal Customers
37052,181,8,18770,3,4,4,344,Loyal Customers
37669,79,7,20041,3,4,4,344,Loyal Customers
37979,126,8,23088,3,4,4,344,Loyal Customers
39457,107,9,19680,3,4,4,344,Loyal Customers
39959,112,10,30205,3,4,4,344,Loyal Customers
40719,177,9,22356,3,4,4,344,Loyal Customers
42043,135,7,23172,3,4,4,344,Loyal Customers
42437,159,7,18091,3,4,4,344,Loyal Customers
42650,137,13,35366,3,4,4,344,Loyal Customers
43544,85,7,18016,3,4,4,344,Loyal Customers
44160,155,11,28841,3,4,4,344,Loyal Customers
44535,91,8,23796,3,4,4,344,Loyal Customers
44910,100,9,19196,3,4,4,344,Loyal Customers
45301,142,14,38431,3,4,4,344,Loyal Customers
46327,169,12,29738,3,4,4,344,Loyal Customers
46496,86,9,25677,3,4,4,344,Loyal Customers
47837,128,8,25150,3,4,4,344,Loyal Customers
49209,140,10,24487,3,4,4,344,Loyal Customers
49319,98,7,17950,3,4,4,344,Loyal Customers
49994,96,7,21725,3,4,4,344,Loyal Customers
954,136,8,19578,3,4,4,344,Loyal Customers
1283,156,11,22347,3,4,4,344,Loyal Customers
1678,175,7,21495,3,4,4,344,Loyal Customers
2051,91,10,30582,3,4,4,344,Loyal Customers
3247,95,12,31803,3,4,4,344,Loyal Customers
3815,155,11,34737,3,4,4,344,Loyal Customers
5815,151,7,23219,3,4,4,344,Loyal Customers
7769,101,10,30980,3,4,4,344,Loyal Customers
7985,110,8,22598,3,4,4,344,Loyal Customers
8376,89,11,31148,3,4,4,344,Loyal Customers
8647,82,7,24753,3,4,4,344,Loyal Customers
9970,84,9,27471,3,4,4,344,Loyal Customers
10509,149,7,21685,3,4,4,344,Loyal Customers
10534,78,7,18539,3,4,4,344,Loyal Customers
12463,155,7,23975,3,4,4,344,Loyal Customers
12479,120,9,24038,3,4,4,344,Loyal Customers
12813,97,12,30695,3,4,4,344,Loyal Customers
13575,137,9,30228,3,4,4,344,Loyal Customers
14790,119,8,20646,3,4,4,344,Loyal Customers
15257,132,11,31707,3,4,4,344,Loyal Customers
15303,122,8,23824,3,4,4,344,Loyal Customers
15520,163,8,21588,3,4,4,344,Loyal Customers
15891,161,8,23361,3,4,4,344,Loyal Customers
17537,131,8,31433,3,4,4,344,Loyal Customers
17842,143,7,21136,3,4,4,344,Loyal Customers
17875,153,9,29339,3,4,4,344,Loyal Customers
19079,109,9,23899,3,4,4,344,Loyal Customers
20239,105,10,33971,3,4,4,344,Loyal Customers
21298,78,11,26272,3,4,4,344,Loyal Customers
23248,116,8,21187,3,4,4,344,Loyal Customers
24581,123,7,20561,3,4,4,344,Loyal Customers
24979,83,7,18042,3,4,4,344,Loyal Customers
27153,82,8,22939,3,4,4,344,Loyal Customers
27784,106,8,25014,3,4,4,344,Loyal Customers
28771,164,7,22390,3,4,4,344,Loyal Customers
30063,183,9,26960,3,4,4,344,Loyal Customers
31305,113,10,28330,3,4,4,344,Loyal Customers
32055,104,10,29487,3,4,4,344,Loyal Customers
32350,132,8,23326,3,4,4,344,Loyal Customers
32386,182,11,36607,3,4,4,344,Loyal Customers
32782,100,8,21869,3,4,4,344,Loyal Customers
33601,126,8,23664,3,4,4,344,Loyal Customers
33868,78,7,22987,3,4,4,344,Loyal Customers
34756,110,7,20153,3,4,4,344,Loyal Customers
36709,140,12,31666,3,4,4,344,Loyal Customers
38972,157,8,19203,3,4,4,344,Loyal Customers
39606,118,8,20677,3,4,4,344,Loyal Customers
39609,140,8,21636,3,4,4,344,Loyal Customers
40107,178,8,24615,3,4,4,344,Loyal Customers
43944,99,9,25187,3,4,4,344,Loyal Customers
44608,81,9,27207,3,4,4,344,Loyal Customers
46281,134,9,20281,3,4,4,344,Loyal Customers
46971,93,8,19341,3,4,4,344,Loyal Customers
47429,86,8,23363,3,4,4,344,Loyal Customers
48364,109,8,20317,3,4,4,344,Loyal Customers
48437,173,7,20818,3,4,4,344,Loyal Customers
48790,94,8,22090,3,4,4,344,Loyal Customers
49972,118,7,26334,3,4,4,344,Loyal Customers
2970,129,7,20577,3,4,4,344,Loyal Customers
3841,163,7,18337,3,4,4,344,Loyal Customers
4891,124,9,24388,3,4,4,344,Loyal Customers
5145,129,7,28659,3,4,4,344,Loyal Customers
5186,96,8,20473,3,4,4,344,Loyal Customers
5327,92,7,23660,3,4,4,344,Loyal Customers
5695,104,11,29232,3,4,4,344,Loyal Customers
6166,137,10,19660,3,4,4,344,Loyal Customers
6921,169,7,18922,3,4,4,344,Loyal Customers
7836,168,8,27777,3,4,4,344,Loyal Customers
8499,182,7,18814,3,4,4,344,Loyal Customers
9565,90,8,20972,3,4,4,344,Loyal Customers
9955,176,10,19593,3,4,4,344,Loyal Customers
10372,91,7,21298,3,4,4,344,Loyal Customers
13350,157,8,18292,3,4,4,344,Loyal Customers
13845,168,7,20968,3,4,4,344,Loyal Customers
15839,132,7,21643,3,4,4,344,Loyal Customers
16154,145,9,18695,3,4,4,344,Loyal Customers
16982,88,8,25185,3,4,4,344,Loyal Customers
17722,86,8,22357,3,4,4,344,Loyal Customers
17873,123,7,19438,3,4,4,344,Loyal Customers
18915,166,8,26600,3,4,4,344,Loyal Customers
19172,146,7,20235,3,4,4,344,Loyal Customers
19696,80,7,25270,3,4,4,344,Loyal Customers
20208,128,9,27990,3,4,4,344,Loyal Customers
20909,82,11,23075,3,4,4,344,Loyal Customers
21217,99,7,19056,3,4,4,344,Loyal Customers
21417,103,8,23341,3,4,4,344,Loyal Customers
22595,99,10,28019,3,4,4,344,Loyal Customers
24298,145,9,25390,3,4,4,344,Loyal Customers
24469,131,8,25339,3,4,4,344,Loyal Customers
24843,136,7,19601,3,4,4,344,Loyal Customers
24941,123,7,23072,3,4,4,344,Loyal Customers
25072,171,7,19161,3,4,4,344,Loyal Customers
25187,89,9,19356,3,4,4,344,Loyal Customers
25248,92,10,23630,3,4,4,344,Loyal Customers
26461,82,8,19856,3,4,4,344,Loyal Customers
27556,107,7,18279,3,4,4,344,Loyal Customers
28386,101,8,19525,3,4,4,344,Loyal Customers
28426,80,7,18484,3,4,4,344,Loyal Customers
28846,139,7,21858,3,4,4,344,Loyal Customers
29243,157,9,19286,3,4,4,344,Loyal Customers
30669,168,8,21138,3,4,4,344,Loyal Customers
33118,115,12,37473,3,4,4,344,Loyal Customers
33268,78,11,22125,3,4,4,344,Loyal Customers
33446,98,10,26907,3,4,4,344,Loyal Customers
34801,176,12,33043,3,4,4,344,Loyal Customers
37464,107,9,30472,3,4,4,344,Loyal Customers
39562,122,11,24107,3,4,4,344,Loyal Customers
41115,87,8,20527,3,4,4,344,Loyal Customers
41268,119,7,18978,3,4,4,344,Loyal Customers
42712,155,9,25837,3,4,4,344,Loyal Customers
43615,80,7,18138,3,4,4,344,Loyal Customers
44529,78,7,24487,3,4,4,344,Loyal Customers
45551,85,8,24715,3,4,4,344,Loyal Customers
48073,98,7,18082,3,4,4,344,Loyal Customers
48658,104,8,19915,3,4,4,344,Loyal Customers
3239,183,8,21078,3,4,4,344,Loyal Customers
3686,83,9,19752,3,4,4,344,Loyal Customers
4995,126,7,18688,3,4,4,344,Loyal Customers
12720,85,7,18290,3,4,4,344,Loyal Customers
14144,157,7,19275,3,4,4,344,Loyal Customers
15147,128,9,25685,3,4,4,344,Loyal Customers
16205,137,9,31248,3,4,4,344,Loyal Customers
16293,182,9,25082,3,4,4,344,Loyal Customers
16311,82,8,22602,3,4,4,344,Loyal Customers
16442,82,8,26560,3,4,4,344,Loyal Customers
16625,182,7,20719,3,4,4,344,Loyal Customers
17679,95,7,21527,3,4,4,344,Loyal Customers
18467,127,9,22152,3,4,4,344,Loyal Customers
21481,81,11,29338,3,4,4,344,Loyal Customers
23642,120,10,29524,3,4,4,344,Loyal Customers
24641,133,8,19310,3,4,4,344,Loyal Customers
26941,81,7,17977,3,4,4,344,Loyal Customers
29263,91,8,20626,3,4,4,344,Loyal Customers
29890,98,10,22829,3,4,4,344,Loyal Customers
30198,156,8,24463,3,4,4,344,Loyal Customers
30247,105,7,22522,3,4,4,344,Loyal Customers
30751,115,8,19620,3,4,4,344,Loyal Customers
30776,110,9,17980,3,4,4,344,Loyal Customers
31018,133,10,22625,3,4,4,344,Loyal Customers
31826,182,7,26821,3,4,4,344,Loyal Customers
33102,173,8,20025,3,4,4,344,Loyal Customers
34387,151,8,22331,3,4,4,344,Loyal Customers
37635,167,8,19095,3,4,4,344,Loyal Customers
37975,181,9,27131,3,4,4,344,Loyal Customers
38168,177,7,24028,3,4,4,344,Loyal Customers
39042,108,7,20145,3,4,4,344,Loyal Customers
39908,117,7,21731,3,4,4,344,Loyal Customers
42297,85,11,28257,3,4,4,344,Loyal Customers
45578,111,11,30201,3,4,4,344,Loyal Customers
46053,98,10,21418,3,4,4,344,Loyal Customers
46518,134,9,28635,3,4,4,344,Loyal Customers
46757,91,10,29652,3,4,4,344,Loyal Customers
48934,175,8,18709,3,4,4,344,Loyal Customers
49140,115,8,19994,3,4,4,344,Loyal Customers
49752,134,9,29705,3,4,4,344,Loyal Customers
669,127,9,27056,3,4,4,344,Loyal Customers
1599,148,9,22936,3,4,4,344,Loyal Customers
4012,84,7,20321,3,4,4,344,Loyal Customers
4146,132,7,25406,3,4,4,344,Loyal Customers
4811,167,7,23345,3,4,4,344,Loyal Customers
5105,166,7,25329,3,4,4,344,Loyal Customers
5246,115,10,29006,3,4,4,344,Loyal Customers
7500,83,7,25802,3,4,4,344,Loyal Customers
7638,152,7,21529,3,4,4,344,Loyal Customers
8025,110,8,22031,3,4,4,344,Loyal Customers
8047,160,7,22907,3,4,4,344,Loyal Customers
9052,88,8,23014,3,4,4,344,Loyal Customers
9385,79,9,21128,3,4,4,344,Loyal Customers
9538,128,8,22286,3,4,4,344,Loyal Customers
11670,122,8,21934,3,4,4,344,Loyal Customers
12673,146,8,21938,3,4,4,344,Loyal Customers
12903,128,7,20412,3,4,4,344,Loyal Customers
13067,177,9,20280,3,4,4,344,Loyal Customers
13374,152,8,24398,3,4,4,344,Loyal Customers
14960,85,8,21284,3,4,4,344,Loyal Customers
16176,85,7,22373,3,4,4,344,Loyal Customers
16644,103,14,26255,3,4,4,344,Loyal Customers
16810,80,8,19528,3,4,4,344,Loyal Customers
17576,83,7,18191,3,4,4,344,Loyal Customers
21390,125,8,24469,3,4,4,344,Loyal Customers
22341,112,8,18834,3,4,4,344,Loyal Customers
23488,181,8,27703,3,4,4,344,Loyal Customers
24900,90,7,20797,3,4,4,344,Loyal Customers
26156,78,7,21969,3,4,4,344,Loyal Customers
26714,83,8,20846,3,4,4,344,Loyal Customers
27419,161,7,20943,3,4,4,344,Loyal Customers
27499,130,8,21086,3,4,4,344,Loyal Customers
27721,90,9,23859,3,4,4,344,Loyal Customers
29835,121,7,22348,3,4,4,344,Loyal Customers
30026,141,7,20313,3,4,4,344,Loyal Customers
30126,90,7,20877,3,4,4,344,Loyal Customers
31012,113,7,20164,3,4,4,344,Loyal Customers
33167,108,9,23102,3,4,4,344,Loyal Customers
33176,94,7,20727,3,4,4,344,Loyal Customers
33513,143,7,18051,3,4,4,344,Loyal Customers
33616,177,7,18419,3,4,4,344,Loyal Customers
33728,78,12,30710,3,4,4,344,Loyal Customers
34457,90,7,22410,3,4,4,344,Loyal Customers
36360,86,12,32153,3,4,4,344,Loyal Customers
38076,147,9,21865,3,4,4,344,Loyal Customers
39633,101,9,22179,3,4,4,344,Loyal Customers
40291,155,7,18341,3,4,4,344,Loyal Customers
41361,165,7,19543,3,4,4,344,Loyal Customers
41958,99,8,20919,3,4,4,344,Loyal Customers
42264,86,10,30573,3,4,4,344,Loyal Customers
44101,85,7,19551,3,4,4,344,Loyal Customers
44583,113,11,31405,3,4,4,344,Loyal Customers
44590,127,8,20925,3,4,4,344,Loyal Customers
46051,101,8,30863,3,4,4,344,Loyal Customers
46057,150,9,25722,3,4,4,344,Loyal Customers
46173,95,8,23337,3,4,4,344,Loyal Customers
48280,134,8,25589,3,4,4,344,Loyal Customers
48958,113,7,24894,3,4,4,344,Loyal Customers
800,149,10,23458,3,4,4,344,Loyal Customers
2623,186,9,32522,3,4,4,344,Loyal Customers
5736,123,8,19526,3,4,4,344,Loyal Customers
5899,87,7,20005,3,4,4,344,Loyal Customers
6320,180,9,20145,3,4,4,344,Loyal Customers
7368,185,8,18983,3,4,4,344,Loyal Customers
9031,83,7,22730,3,4,4,344,Loyal Customers
9269,112,9,26787,3,4,4,344,Loyal Customers
10395,108,7,18590,3,4,4,344,Loyal Customers
14474,111,8,28376,3,4,4,344,Loyal Customers
15526,135,7,22920,3,4,4,344,Loyal Customers
16276,153,10,24504,3,4,4,344,Loyal Customers
16682,130,8,28661,3,4,4,344,Loyal Customers
18066,88,7,22360,3,4,4,344,Loyal Customers
18530,83,8,30110,3,4,4,344,Loyal Customers
18633,86,7,21025,3,4,4,344,Loyal Customers
20457,158,9,32598,3,4,4,344,Loyal Customers
21191,93,7,21952,3,4,4,344,Loyal Customers
21466,139,10,23126,3,4,4,344,Loyal Customers
22005,99,7,20367,3,4,4,344,Loyal Customers
24908,111,8,24566,3,4,4,344,Loyal Customers
25887,160,8,18402,3,4,4,344,Loyal Customers
26204,142,7,19450,3,4,4,344,Loyal Customers
28484,122,7,24079,3,4,4,344,Loyal Customers
28575,176,9,31472,3,4,4,344,Loyal Customers
28778,110,7,18146,3,4,4,344,Loyal Customers
32843,162,7,20938,3,4,4,344,Loyal Customers
32893,126,7,22337,3,4,4,344,Loyal Customers
34696,93,10,22517,3,4,4,344,Loyal Customers
37080,170,7,18634,3,4,4,344,Loyal Customers
37693,135,9,28334,3,4,4,344,Loyal Customers
40420,116,9,22438,3,4,4,344,Loyal Customers
41866,113,7,20219,3,4,4,344,Loyal Customers
41941,134,9,21912,3,4,4,344,Loyal Customers
42558,81,7,18844,3,4,4,344,Loyal Customers
42776,78,9,20715,3,4,4,344,Loyal Customers
43945,147,8,19216,3,4,4,344,Loyal Customers
44866,86,12,30892,3,4,4,344,Loyal Customers
45089,119,11,42701,3,4,4,344,Loyal Customers
46026,172,11,26210,3,4,4,344,Loyal Customers
46900,151,8,24335,3,4,4,344,Loyal Customers
47122,103,7,21782,3,4,4,344,Loyal Customers
315,127,11,32676,3,4,4,344,Loyal Customers
1666,124,9,20504,3,4,4,344,Loyal Customers
3530,78,7,20584,3,4,4,344,Loyal Customers
4706,80,8,19559,3,4,4,344,Loyal Customers
5623,124,8,19383,3,4,4,344,Loyal Customers
9221,114,10,24541,3,4,4,344,Loyal Customers
9781,183,7,19547,3,4,4,344,Loyal Customers
11273,104,9,21627,3,4,4,344,Loyal Customers
12286,112,9,23961,3,4,4,344,Loyal Customers
12417,85,8,24617,3,4,4,344,Loyal Customers
13951,113,7,22230,3,4,4,344,Loyal Customers
15275,97,9,22745,3,4,4,344,Loyal Customers
16055,186,7,25182,3,4,4,344,Loyal Customers
16246,180,7,19288,3,4,4,344,Loyal Customers
16721,88,8,26122,3,4,4,344,Loyal Customers
17952,112,8,19737,3,4,4,344,Loyal Customers
18438,78,8,27178,3,4,4,344,Loyal Customers
21537,109,10,20247,3,4,4,344,Loyal Customers
22766,172,7,23051,3,4,4,344,Loyal Customers
23057,88,8,19528,3,4,4,344,Loyal Customers
27132,109,7,19253,3,4,4,344,Loyal Customers
27853,97,9,19700,3,4,4,344,Loyal Customers
27944,79,7,20476,3,4,4,344,Loyal Customers
28596,149,7,20720,3,4,4,344,Loyal Customers
29170,123,7,20599,3,4,4,344,Loyal Customers
31461,114,7,19105,3,4,4,344,Loyal Customers
32143,148,7,23509,3,4,4,344,Loyal Customers
32273,176,8,21490,3,4,4,344,Loyal Customers
33080,101,9,21759,3,4,4,344,Loyal Customers
33929,177,8,27076,3,4,4,344,Loyal Customers
35233,95,9,23953,3,4,4,344,Loyal Customers
38474,100,9,22977,3,4,4,344,Loyal Customers
40020,91,8,23395,3,4,4,344,Loyal Customers
40549,159,10,30153,3,4,4,344,Loyal Customers
40765,116,9,23873,3,4,4,344,Loyal Customers
41004,82,10,18821,3,4,4,344,Loyal Customers
41251,82,7,20281,3,4,4,344,Loyal Customers
44239,123,9,28178,3,4,4,344,Loyal Customers
45375,124,7,22431,3,4,4,344,Loyal Customers
45391,139,10,22418,3,4,4,344,Loyal Customers
46562,89,7,18628,3,4,4,344,Loyal Customers
49003,127,8,18034,3,4,4,344,Loyal Customers
49676,119,7,20797,3,4,4,344,Loyal Customers
49785,81,10,35428,3,4,4,344,Loyal Customers
236,88,10,22060,3,4,4,344,Loyal Customers
2708,128,7,21377,3,4,4,344,Loyal Customers
4435,82,11,25362,3,4,4,344,Loyal Customers
4624,122,8,19350,3,4,4,344,Loyal Customers
4700,122,9,19023,3,4,4,344,Loyal Customers
5203,161,7,19971,3,4,4,344,Loyal Customers
5527,144,9,25690,3,4,4,344,Loyal Customers
5617,127,9,19464,3,4,4,344,Loyal Customers
6290,91,9,23104,3,4,4,344,Loyal Customers
6669,84,8,20350,3,4,4,344,Loyal Customers
7043,133,9,20993,3,4,4,344,Loyal Customers
8238,132,9,32380,3,4,4,344,Loyal Customers
8929,95,7,19738,3,4,4,344,Loyal Customers
9548,79,9,24872,3,4,4,344,Loyal Customers
9925,102,10,34059,3,4,4,344,Loyal Customers
